did,name,method,pr_auc_mean,pr_auc_std,f1_mean,f1_std
350,webdata_wXa,adasyn,0.3584255298288249,0.008044123997877947,0.46442350140925137,0.009369356306087921
350,webdata_wXa,smote_enn,0.44232239511393356,0.006376545043302893,0.6111533097356506,0.006455475584321798
179,adult,baseline,0.43662321701783674,0.01074249544921047,0.58110034912894,0.011522188915772438
179,adult,class_weight,0.4373326306286186,0.008391400730206503,0.5798498506273372,0.008832134658400001
179,adult,random_undersample,0.42673740663587234,0.004464635113034263,0.592094630918397,0.004876710720036085
179,adult,smote,0.4364584817350227,0.008921491357119248,0.5810617416541966,0.010230270671294972
179,adult,adasyn,0.43314234779349786,0.0039540618830168775,0.5773931723648458,0.004540105407877724
179,adult,smote_enn,0.4459280867388876,0.0058841488477257235,0.599536474141337,0.005153827747511288
957,braziltourism,baseline,0.31982641041940385,0.033281382709586485,0.4372617453468517,0.04489288520766815
957,braziltourism,class_weight,0.3179648816777954,0.08038286290837211,0.4075947444368497,0.11193817949910762
957,braziltourism,random_undersample,0.2667102277485438,0.03004710804045836,0.385440052137453,0.06253563942450142
957,braziltourism,smote,0.27509987951889064,0.03792278000990195,0.3443296488457778,0.0827341567421101
957,braziltourism,adasyn,0.2710371182589194,0.04438976476661623,0.32773398172880086,0.12665563124647583
957,braziltourism,smote_enn,0.2736764380944903,0.01739671827496652,0.36662691313854107,0.04107488350590122
934,socmob,baseline,0.7293487050422239,0.04300371666631248,0.8292349834641058,0.03189125718080085
934,socmob,class_weight,0.7346088684183313,0.054860660181586134,0.8315390279823269,0.040337374288227736
934,socmob,random_undersample,0.6903357873413909,0.026579599532506888,0.8135833017975264,0.017319979782055357
934,socmob,smote,0.7593537065906028,0.03237867646026754,0.8521952123433456,0.023634834648910995
934,socmob,adasyn,0.770759551276503,0.012633819556532751,0.8615483078258366,0.008284101209391867
934,socmob,smote_enn,0.695736768348829,0.0355561788002829,0.8170654042295717,0.0245501122836298
337,SPECTF,baseline,0.2686693117567903,0.06048164222429016,0.34834383008296055,0.12208617470646001
337,SPECTF,class_weight,0.3010900664674249,0.07444092021528974,0.40744360902255644,0.11721956429540221
337,SPECTF,random_undersample,0.28501787016799324,0.04054923320135718,0.42717363047795553,0.06589431124632997
337,SPECTF,smote,0.2778849654682063,0.0338421403895986,0.4041660280970626,0.059429224262098644
337,SPECTF,adasyn,0.28841683576422755,0.05892856742176746,0.4061699919271133,0.11002969943671936
337,SPECTF,smote_enn,0.36764322130031724,0.06321899737002043,0.5357316183941571,0.06514557767332493
312,scene,baseline,0.6375208063200368,0.07162949537117431,0.7711097660339172,0.05626665436011818
312,scene,class_weight,0.7848644218976872,0.05410179635156519,0.8724370803584927,0.03262800668069466
312,scene,random_undersample,0.5650629465280005,0.032027095758899934,0.72530648815971,0.025484120004598206
312,scene,smote,0.7154199853469887,0.05776315906056662,0.8288507621410848,0.04017906714558153
312,scene,adasyn,0.786508501743567,0.021227072552859282,0.8756096232312298,0.01422863381645476
312,scene,smote_enn,0.6514612172244467,0.03689754802863312,0.7879874568035479,0.024880998571587966
1004,synthetic_control,baseline,0.9473181818181817,0.034089616137097475,0.9702197802197802,0.01815593917814019
1004,synthetic_control,class_weight,0.9284368530020704,0.05177585259386676,0.9616562677254679,0.02849565192752581
1004,synthetic_control,random_undersample,0.8946546702725193,0.06935838359692467,0.9413578669392624,0.041580522807128456
1004,synthetic_control,smote,0.9738333333333333,0.035393031329156714,0.9848717948717949,0.020065638509244994
1004,synthetic_control,adasyn,,,,
1004,synthetic_control,smote_enn,0.9738333333333333,0.035393031329156714,0.9848717948717949,0.020065638509244994
976,JapaneseVowels,baseline,0.8554570562821284,0.01872877056313509,0.9176742903300663,0.011767102162282068
976,JapaneseVowels,class_weight,0.8627863708193175,0.015287522870213874,0.9214904436798095,0.00949911052321314
976,JapaneseVowels,random_undersample,0.7546114487297727,0.01783639042546281,0.8600057452263261,0.011185419564870165
976,JapaneseVowels,smote,0.8569742222904029,0.024650423366391137,0.9195291562006103,0.014222430682713911
976,JapaneseVowels,adasyn,0.8443799966995321,0.017402523569572358,0.9124129013293075,0.010342414085488564
976,JapaneseVowels,smote_enn,0.7619569142868781,0.017647743253533018,0.8645156895192482,0.011058615175510472
987,collins,baseline,0.9894999999999999,0.020999999999999998,0.9935483870967742,0.012903225806451599
987,collins,class_weight,0.9894999999999999,0.020999999999999998,0.9935483870967742,0.012903225806451599
987,collins,random_undersample,0.9437908496732026,0.04970759043616092,0.9704099821746881,0.026309097650616894
987,collins,smote,0.9894999999999999,0.020999999999999998,0.9935483870967742,0.012903225806451599
987,collins,adasyn,0.8826911764705881,0.16568596008787898,0.9202797202797204,0.11929996146649578
987,collins,smote_enn,0.977735294117647,0.027341806715425153,0.9874877810361682,0.01533674186311255
940,water-treatment,baseline,0.9554178338001866,0.0416521684113401,0.9757230751538153,0.022236090413529697
940,water-treatment,class_weight,0.9069754698262953,0.11165371165343055,0.9457542694497153,0.06538456212863562
940,water-treatment,random_undersample,0.7498448309313794,0.09990538349794592,0.8541967941967942,0.060998180107660845
940,water-treatment,smote,0.8626304987403767,0.09087711339188848,0.9222471393249382,0.05403306134318153
940,water-treatment,adasyn,0.8683245456408315,0.11537116651949399,0.9246408240715642,0.06848752022263462
940,water-treatment,smote_enn,0.6810763578369922,0.1493140571077249,0.8047753072520875,0.09892260680051666
968,analcatdata_birthday,baseline,0.42592158982569933,0.09761224245827245,0.5834272187482579,0.08846017278451201
968,analcatdata_birthday,class_weight,0.4026656448574256,0.11700833700335585,0.5575934721714774,0.11499635312159541
968,analcatdata_birthday,random_undersample,0.4853962115750147,0.05763127351713213,0.6561904761904762,0.052024762985705374
968,analcatdata_birthday,smote,0.4285360405472485,0.09268002232731044,0.6035503779210873,0.08436965390048988
968,analcatdata_birthday,adasyn,0.45713478302519395,0.09721411505497375,0.6271428571428571,0.08991807810988321
968,analcatdata_birthday,smote_enn,0.5056432475439324,0.06629076768240443,0.6733327352161024,0.056898930181467355
336,SPECT,baseline,0.18206160988769687,0.04530338975508048,0.1482051282051282,0.09816729538380758
336,SPECT,class_weight,0.19948585231193927,0.032996785747936755,0.2784965034965035,0.09758321638676508
336,SPECT,random_undersample,0.20473619947304159,0.03216221798974169,0.3322051282051282,0.035733545290666385
336,SPECT,smote,0.17173075027112294,0.024435030641618005,0.17826839826839827,0.04740162880269178
336,SPECT,adasyn,0.1636087135776577,0.013764327874516247,0.15743589743589742,0.024785735330450406
336,SPECT,smote_enn,0.21343816753754644,0.014755874892435624,0.35945879687815174,0.019279663129041964
949,arsenic-female-bladder,baseline,0.23363528472081105,0.014765832738364298,0.37977229601518026,0.025927368993207228
949,arsenic-female-bladder,class_weight,0.2069826464663421,0.043550556235016503,0.32214640198511163,0.08311812482757154
949,arsenic-female-bladder,random_undersample,0.24117165667677173,0.03709571781864054,0.3977819467733634,0.04738931440491944
949,arsenic-female-bladder,smote,0.21448389499748197,0.04343354449077091,0.3359364483754727,0.10662185895468512
949,arsenic-female-bladder,adasyn,0.2005197256879642,0.04186829395936759,0.31477729786553316,0.07726324437171869
949,arsenic-female-bladder,smote_enn,0.2651208189795146,0.04644581779267067,0.433600955637475,0.06366201597881521
958,segment,baseline,0.9542023948632096,0.01926681478556159,0.9744678747412774,0.01101935309886481
958,segment,class_weight,0.9507714552494037,0.02717183631196844,0.972866397399007,0.015807458788914427
958,segment,random_undersample,0.8858650211524008,0.041554078732623116,0.9381830359051937,0.02261174837465635
958,segment,smote,0.9292949233208188,0.033426360326630766,0.9614699098855984,0.019112018495420567
958,segment,adasyn,0.9597816613537258,0.021123359517943884,0.9784109302052159,0.011145444706030029
958,segment,smote_enn,0.9328250742643063,0.04165026893170111,0.9635075096306291,0.023166333261063436
765,analcatdata_apnea2,baseline,0.5384237984237984,0.08809177423426008,0.6879211099644535,0.09191542656924943
765,analcatdata_apnea2,class_weight,0.5436985236985237,0.0886959331151662,0.6921991848307638,0.09314146457913855
765,analcatdata_apnea2,random_undersample,0.4058520702194791,0.1121930834548655,0.581831502821008,0.10559767813804087
765,analcatdata_apnea2,smote,0.49224788369525213,0.11918598975065363,0.6550728322474708,0.11259589510324872
765,analcatdata_apnea2,adasyn,0.5157866514290663,0.11884997410641865,0.673464696223317,0.10987534027076343
765,analcatdata_apnea2,smote_enn,0.4630819150601365,0.11383813423607635,0.6310351966873705,0.09998534757134561
1065,kc3,baseline,0.21980963480963478,0.06197981393515738,0.35014005602240894,0.10682520055173582
1065,kc3,class_weight,0.19957216394716396,0.03552346850383326,0.3023647920706744,0.08278160087624181
1065,kc3,random_undersample,0.17288734488550664,0.03504733030548473,0.2907211256595662,0.05945035818134659
1065,kc3,smote,0.21330237663570997,0.04525704664699784,0.35141186299081034,0.07755900592940533
1065,kc3,adasyn,0.27852369852369846,0.08871676888430474,0.43744503862150924,0.1291296918746971
1065,kc3,smote_enn,0.21525384831886382,0.08007340745460984,0.3506477947184423,0.1099060013463152
767,analcatdata_apnea1,baseline,0.47573150533676845,0.07379180492580042,0.6511471536958793,0.06342750462212385
767,analcatdata_apnea1,class_weight,0.48212881173407485,0.09923154909160083,0.6533304776183336,0.08017363789604735
767,analcatdata_apnea1,random_undersample,0.33508447087073534,0.05820371099741522,0.5156948558264347,0.06892932911839138
767,analcatdata_apnea1,smote,0.44994363737397797,0.11083187346324905,0.6314827586206897,0.0894737953121607
